phone_number,number_type,call_time,hour_bucket,first_contact_type,has_prior_history,has_repeat_contact,repeat_gap,in_contacts,is_num_in_msg,inner_num_differs,msg_number_official_match,sms_to_call,sms_to_call_gap,is_url_in_msg,is_reliable_url,has_appinstall_link,is_carrier_altered,number_cluster,using_duration,unique_callees,is_global,is_sequential_callers,structural_phishing_score,is_sms_initiated_unreg,cold_contact,repeat_pressure_intensity,is_phishing,incident_type
01027652140,010,2026-03-11 00:00:00,0.0,0,1,1,2.1,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.3225806451612903,0,normal
022868115,02(서울 유선),2026-02-24 08:19:00,8.0,0,0,0,,0,0,,,1,366.92,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
15440010,특번,2026-06-26 10:50:00,10.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
16008172,특번,2026-07-26 23:56:00,23.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01023585367,010,2026-08-06 06:30:00,6.0,0,1,1,1.3,1,1,0.0,0.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.4347826086956522,0,normal
15778000,특번,2026-07-09 19:33:00,19.0,0,0,1,5.87,0,0,,,1,1.97,0,,,,,,,0,0,0.0,1,1,0.14556040756914118,0,normal
15660123,특번,2026-03-09 07:50:00,7.0,0,0,0,,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
15883388,특번,2026-10-22 20:55:00,20.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01050738574,010,2026-07-09 03:45:00,3.0,0,1,1,2.93,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.2544529262086514,0,normal
15886200,특번,2026-05-01 20:09:00,20.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
16612207,특번,2026-02-23 16:30:00,16.0,0,0,1,20.39,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.04675081813931744,0,normal
16006200,특번,2026-06-22 11:29:00,11.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
15443002,특번,2026-10-26 16:15:00,16.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15886565,특번,2026-06-27 10:40:00,10.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
01034719623,010,2026-06-28 19:11:00,19.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
15883500,특번,2026-12-01 12:39:00,12.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
0220269955,02(서울 유선),2026-03-09 03:23:00,3.0,1,0,0,,0,1,1.0,1.0,0,,0,,,,,,,0,0,2.0,0,1,0.0,0,normal
070752173,070(인터넷전화),2026-07-17 14:28:00,14.0,0,0,1,82.52,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.011973180076628353,0,normal
01063916287,010,2026-12-02 07:36:00,7.0,1,1,1,10.16,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.08960573476702509,0,normal
00780245932868,00X(국제),2026-11-02 16:47:00,16.0,0,0,0,,0,1,0.0,0.0,1,699.5,1,0.0,0.0,,,,,1,0,3.0,1,1,0.0,1,institution
15443030,특번,2026-02-04 09:43:00,9.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01007736519,010,2026-03-04 04:16:00,4.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
15443800,특번,2026-08-18 17:29:00,17.0,0,0,0,,0,1,0.0,1.0,1,6.25,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15991111,특번,2026-11-08 20:17:00,20.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01001506319,010,2026-07-05 19:06:00,19.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
01091976888,010,2026-07-01 13:48:00,13.0,0,1,1,17.54,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.05393743257820928,0,normal
01091596910,010,2026-08-22 11:56:00,11.0,1,1,1,176.43,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.005636025474835146,0,normal
15443800,특번,2026-03-19 00:16:00,0.0,0,0,0,,0,1,0.0,0.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01057201174,010,2026-03-03 18:20:00,18.0,1,1,1,6.55,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.13245033112582782,0,normal
15665050,특번,2026-04-14 16:31:00,16.0,1,0,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
01085675835,010,2026-09-29 05:13:00,5.0,0,1,0,,1,0,,,1,31.92,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
021628912,02(서울 유선),2026-04-09 09:46:00,9.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15880037,특번,2026-02-26 11:43:00,11.0,0,1,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,0,0.0,0,normal
15887270,특번,2026-08-10 08:59:00,8.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15660123,특번,2026-07-09 21:39:00,21.0,0,0,0,,0,0,,,1,263.52,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15773419,특번,2026-01-29 16:00:00,16.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15881599,특번,2026-01-17 23:36:00,23.0,0,0,0,,0,1,0.0,1.0,1,81.05,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01068680591,010,2026-05-20 08:12:00,8.0,1,1,1,64.38,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.015295197308045275,0,normal
0220269955,02(서울 유선),2026-03-12 13:14:00,13.0,0,0,0,,0,1,0.0,1.0,1,3.7,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15888801,특번,2026-05-09 18:55:00,18.0,0,0,0,,0,0,,,1,55.28,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01092423851,010,2026-09-08 04:15:00,4.0,1,1,1,11.34,1,1,1.0,1.0,0,,1,1.0,0.0,,,,,0,0,3.0,0,0,0.08103727714748785,0,normal
0048124795,00X(국제),2026-11-07 05:08:00,5.0,0,1,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,1,0,2.0,1,0,0.0,0,normal
16612207,특번,2026-05-13 07:05:00,7.0,1,0,1,3.41,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.22675736961451246,0,normal
16613000,특번,2026-10-13 12:45:00,12.0,0,0,0,,0,1,0.0,1.0,1,34.39,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15443030,특번,2026-05-20 06:56:00,6.0,0,0,1,6.56,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.1322751322751323,0,normal
15882588,특번,2026-10-20 15:32:00,15.0,0,0,0,,0,0,,,1,84.0,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
01017128906,010,2026-10-06 22:24:00,22.0,0,1,1,7.31,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.1203369434416366,0,normal
15443082,특번,2026-04-27 13:21:00,13.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01060028237,010,2026-09-17 12:29:00,12.0,1,1,1,0.44,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.6944444444444444,0,normal
15778000,특번,2026-06-10 19:25:00,19.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15447758,특번,2026-07-17 05:43:00,5.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
03180219341,기타,2026-12-21 09:33:00,9.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
16000400,특번,2026-11-23 03:56:00,3.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
15888585,특번,2026-10-04 19:57:00,19.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
18997047,특번,2026-01-14 12:26:00,12.0,0,0,1,34.92,0,1,0.0,1.0,0,,1,1.0,1.0,,,,,0,0,3.0,1,1,0.027839643652561245,0,normal
15441120,특번,2026-05-29 22:00:00,22.0,0,0,0,,0,1,0.0,1.0,1,153.86,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15999010,특번,2026-07-19 00:41:00,0.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
15446200,특번,2026-03-07 06:42:00,6.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15221155,특번,2026-04-24 02:06:00,2.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
0624160113,기타,2026-09-10 10:51:00,10.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
16888114,특번,2026-02-04 00:57:00,0.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
15448000,특번,2026-06-08 07:44:00,7.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
18997047,특번,2026-03-26 18:30:00,18.0,1,0,1,1.09,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.47846889952153115,0,normal
0423317505,기타,2026-05-21 15:48:00,15.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
15221000,특번,2026-09-21 10:19:00,10.0,0,0,0,,0,0,,,1,2889.42,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01042061937,010,2026-07-03 20:57:00,20.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
15881900,특번,2026-08-12 22:54:00,22.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15881515,특번,2026-05-04 01:34:00,1.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
15664295,특번,2026-09-22 00:16:00,0.0,0,0,0,,0,0,,,1,407.85,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
01098288207,010,2026-02-21 04:34:00,4.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
01055016754,010,2026-10-01 16:57:00,16.0,1,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
15440080,특번,2026-05-18 18:37:00,18.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15999999,특번,2026-11-12 09:18:00,9.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01087083923,010,2026-08-19 06:04:00,6.0,1,1,1,41.72,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.023408239700374533,0,normal
15662566,특번,2026-01-27 04:47:00,4.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,1,1.0,0,1,0.0,0,normal
03180751228,기타,2026-01-31 04:57:00,4.0,0,1,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,0,0.0,0,normal
16705989,특번,2026-09-01 13:31:00,13.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01070282286,010,2026-06-03 22:19:00,22.0,1,1,0,,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
15990011,특번,2026-11-30 18:37:00,18.0,0,0,0,,0,1,0.0,0.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
01017034652,010,2026-12-22 21:45:00,21.0,1,1,1,21.01,1,1,1.0,1.0,0,,0,,,,,,,0,0,2.0,0,0,0.045433893684688774,0,normal
16612207,특번,2026-01-24 19:19:00,19.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
15440010,특번,2026-07-11 19:24:00,19.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
01046267132,010,2026-01-08 07:14:00,7.0,1,1,0,,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.0,0,normal
18997047,특번,2026-06-16 23:54:00,23.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
15443002,특번,2026-12-30 13:01:00,13.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
01055733113,010,2026-01-28 20:35:00,20.0,1,0,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
15886565,특번,2026-05-03 16:01:00,16.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
07054455,070(인터넷전화),2026-12-25 01:36:00,1.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
15669009,특번,2026-03-17 13:52:00,13.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15888000,특번,2026-09-21 17:33:00,17.0,0,0,0,,0,0,,,1,49.66,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
15881500,특번,2026-12-08 15:24:00,15.0,1,0,1,29.43,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.03286230693394676,0,normal
050852201990,기타,2026-06-19 10:37:00,10.0,0,0,0,,1,0,,,0,,0,,,,,,,0,1,0.0,0,0,0.0,0,normal
15886200,특번,2026-10-21 10:39:00,10.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01046761661,010,2026-08-19 19:57:00,19.0,1,1,1,3.66,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.2145922746781116,0,normal
01040594334,010,2026-09-12 12:06:00,12.0,0,1,1,7.36,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.11961722488038279,0,normal
025669998,02(서울 유선),2026-02-11 17:19:00,17.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15773419,특번,2026-07-16 21:11:00,21.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15448000,특번,2026-07-06 04:31:00,4.0,0,0,0,,0,0,,,1,7.12,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15883500,특번,2026-02-16 12:58:00,12.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01058920649,010,2026-11-04 14:58:00,14.0,1,1,0,,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
15777011,특번,2026-01-04 01:31:00,1.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
15991900,특번,2026-01-22 10:56:00,10.0,0,0,0,,0,0,,,1,4.02,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
16663060,특번,2026-11-05 13:06:00,13.0,0,1,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,0,0.0,0,normal
15441077,특번,2026-08-28 02:21:00,2.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
0624160113,기타,2026-08-02 01:39:00,1.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15884477,특번,2026-01-11 01:22:00,1.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
0706923613,070(인터넷전화),2026-01-20 20:38:00,20.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
15778000,특번,2026-05-09 15:08:00,15.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
01043326299,010,2026-11-02 12:26:00,12.0,0,1,1,29.03,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0333000333000333,0,normal
15662566,특번,2026-04-20 00:42:00,0.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15440080,특번,2026-06-26 19:46:00,19.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01004841530,010,2026-01-12 04:06:00,4.0,0,1,1,26.03,1,0,,,0,,0,,,,,,,0,1,0.0,0,0,0.03699593044765076,0,normal
06090731340,기타,2026-05-28 08:52:00,8.0,0,0,0,,0,1,0.0,1.0,1,3.57,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15881500,특번,2026-04-26 20:56:00,20.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
06065419,기타,2026-12-10 20:08:00,20.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
03180219341,기타,2026-09-19 07:44:00,7.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,1,1.0,0,1,0.0,0,normal
15448527,특번,2026-03-06 01:57:00,1.0,1,0,1,52.21,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.018793459875963165,0,normal
01020750351,010,2026-05-09 10:54:00,10.0,1,1,1,33.25,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.029197080291970802,0,normal
15880037,특번,2026-02-12 03:09:00,3.0,0,0,0,,0,1,0.0,1.0,1,33.99,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15991916,특번,2026-02-05 07:57:00,7.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
025669998,02(서울 유선),2026-12-10 18:42:00,18.0,0,0,0,,0,0,,,1,20.53,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15443030,특번,2026-03-20 18:25:00,18.0,0,0,0,,0,1,1.0,1.0,0,,0,,,,,,,0,0,2.0,1,1,0.0,0,normal
15882588,특번,2026-06-30 19:27:00,19.0,0,0,0,,0,0,,,0,,0,,,,,,,0,1,0.0,1,1,0.0,0,normal
16613000,특번,2026-04-29 01:45:00,1.0,0,1,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,0,0.0,0,normal
03180219341,기타,2026-10-15 05:05:00,5.0,1,1,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.0,0,normal
0705207254,070(인터넷전화),2026-12-15 09:40:00,9.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15660123,특번,2026-11-28 10:34:00,10.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01023823370,010,2026-12-12 14:35:00,14.0,1,1,1,111.26,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.008907892392659897,0,normal
01071048436,010,2026-10-08 23:00:00,23.0,0,1,1,9.96,1,0,,,1,95.32,0,,,,,,,0,0,0.0,0,0,0.09124087591240876,0,normal
01041454342,010,2026-07-27 18:34:00,18.0,1,1,1,238.24,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.004179903026249791,0,normal
15660123,특번,2026-01-17 13:37:00,13.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
0624160113,기타,2026-01-26 03:42:00,3.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
01097186403,010,2026-01-20 16:48:00,16.0,0,1,1,1.01,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,0,0.49751243781094534,0,normal
01091111569,010,2026-12-31 22:20:00,22.0,0,1,1,7.53,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.11723329425556857,0,normal
01098138924,010,2026-05-29 02:04:00,2.0,0,1,0,,1,1,1.0,1.0,0,,0,,,,,,,0,0,2.0,0,0,0.0,0,normal
15883388,특번,2026-06-14 22:21:00,22.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15440080,특번,2026-11-24 06:59:00,6.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15443082,특번,2026-12-24 16:11:00,16.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
025669998,02(서울 유선),2026-10-10 01:37:00,1.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01079882991,010,2026-10-27 09:23:00,9.0,0,1,1,63.52,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,0,0.01549907005579665,0,normal
15881111,특번,2026-12-04 17:20:00,17.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
15889999,특번,2026-06-21 19:29:00,19.0,0,0,0,,0,1,0.0,1.0,1,1.63,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15883570,특번,2026-01-07 22:12:00,22.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
18997047,특번,2026-02-03 11:25:00,11.0,0,0,1,18.76,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.05060728744939271,0,normal
15443030,특번,2026-04-16 08:52:00,8.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
01089507403,010,2026-05-28 09:10:00,9.0,0,1,1,0.7,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.5882352941176471,0,normal
18792241,특번,2026-06-01 06:56:00,6.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01085283765,010,2026-07-31 18:01:00,18.0,1,1,1,0.93,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.5181347150259067,0,normal
15441120,특번,2026-09-11 18:25:00,18.0,0,0,0,,0,1,0.0,1.0,1,38.2,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15666000,특번,2026-04-09 06:36:00,6.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
15881500,특번,2026-01-07 23:53:00,23.0,1,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,1,0.0,0,normal
15883651,특번,2026-03-02 03:57:00,3.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
15441077,특번,2026-05-30 03:54:00,3.0,0,0,0,,0,1,0.0,1.0,1,0.13,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01052785888,010,2026-06-01 14:18:00,14.0,0,1,0,,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.0,0,normal
01029409352,010,2026-01-09 11:55:00,11.0,0,1,1,57.74,1,1,0.0,1.0,1,4.28,0,,,,,,,0,0,1.0,0,0,0.017024174327545112,0,normal
0418855555,기타,2026-02-05 21:55:00,21.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15669009,특번,2026-05-23 10:35:00,10.0,0,0,0,,0,1,1.0,1.0,0,,0,,,,,,,0,0,2.0,1,1,0.0,0,normal
15993333,특번,2026-12-06 09:04:00,9.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
0624160113,기타,2026-06-16 00:37:00,0.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
16705989,특번,2026-02-13 06:05:00,6.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01040703200,010,2026-04-09 16:54:00,16.0,1,1,0,,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.0,0,normal
16449999,특번,2026-12-10 13:51:00,13.0,1,0,1,24.98,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.03849114703618168,0,normal
16888114,특번,2026-07-31 17:58:00,17.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
0808221416,기타,2026-10-30 06:37:00,6.0,1,0,1,7.05,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,1,0.12422360248447203,0,normal
15991900,특번,2026-01-04 11:31:00,11.0,0,0,0,,0,1,0.0,1.0,1,143.61,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01019807468,010,2026-04-11 16:08:00,16.0,0,1,1,441.37,1,0,,,1,2.76,0,,,,,,,0,1,0.0,0,0,0.002260551122363632,0,normal
01063182087,010,2026-02-28 21:43:00,21.0,1,0,1,2930.64,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.000341106002101213,0,normal
0220269955,02(서울 유선),2026-08-23 15:44:00,15.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
01093132940,010,2026-07-07 16:37:00,16.0,0,0,1,11405.81,0,1,1.0,0.0,1,6471.26,1,0.0,1.0,,,,,0,1,5.0,1,1,8.766692879078375e-05,1,institution
16706250,특번,2026-06-22 09:18:00,9.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
07004200,070(인터넷전화),2026-01-31 02:21:00,2.0,0,0,0,,0,1,0.0,1.0,1,6.38,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15887270,특번,2026-05-10 16:53:00,16.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
01073462741,010,2026-07-19 01:44:00,1.0,1,1,0,,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
01016911926,010,2026-05-29 20:40:00,20.0,1,1,0,,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.0,0,normal
15448527,특번,2026-04-20 16:23:00,16.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
0290451837,02(서울 유선),2026-07-28 11:51:00,11.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
01064191061,010,2026-10-06 11:42:00,11.0,1,1,1,509.33,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0019595163913546138,0,normal
16000400,특번,2026-11-04 09:11:00,9.0,0,0,0,,0,1,1.0,1.0,1,0.49,0,,,,,,,0,0,2.0,1,1,0.0,0,normal
16006200,특번,2026-06-18 13:05:00,13.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,1,1.0,0,1,0.0,0,normal
